Rank,Book Name,Simile,Tenor,Vehicle,Shared Property
80,The Republic,"neither may they imitate smiths or other artificers, or oarsmen, or boatswains, or the like?",they,"smiths, artificers, oarsmen, boatswains

core word: oarsmen",
80,The Republic,"suppose, i answered, that a just and good man in the course of a narration comes on some saying or action of another good man,—i should imagine that he will like to personate him, and will not be ashamed of this sort of imitation: he will be most ready to play the part of the good man when he is acting firmly and wisely; in a less degree when he is overtaken by illness or love or drink, or has met with any other disaster.",man,actor,
80,The Republic,"as i was just now saying, he will attempt to represent the roll of thunder, the noise of wind and hail, or the creaking of wheels, and pulleys, and the various sounds of flutes, pipes, trumpets, and all sorts of instruments: he will bark like a dog, bleat like a sheep, or crow like a cock; his entire art will consist in imitation of voice and gesture, and there will be very little narration.",Art,Imitation,
80,The Republic,"and you would agree with me in saying that one of them is simple and has but slight changes; and if the harmony and rhythm are also chosen for their simplicity, the result is that the speaker, if he speaks correctly, is always pretty much the same in style, and he will keep within the limits of a single harmony (for the changes are not great), and in like manner he will make use of nearly the same rhythm?",speaker,composition,
80,The Republic,"the harmonies which you mean are the mixed or tenor lydian, and the full-toned or bass lydian, and such like.",harmonies,lydian,
80,The Republic,"and also that good and bad rhythm naturally assimilate to a good and bad style; and that harmony and discord in like manner follow style; for our principle is that rhythm and harmony are regulated by the words, and not the words by them.",rhythm  ,style,
80,The Republic,"let our artists rather be those who are gifted to discern the true nature of the beautiful and graceful; then will our youth dwell in a land of health, amid fair sights and sounds, and receive the good in everything; and beauty, the effluence of fair works, shall flow into the eye and ear, like a health-giving breeze from a purer region, and insensibly draw the soul from earliest years into likeness and sympathy with the beauty of reason.",youth,land,
80,The Republic,"now my belief is,—and this is a matter upon which i should like to have your opinion in confirmation of my own, but my own belief is,—not that the good body by any bodily excellence improves the soul, but, on the contrary, that the good soul, by her own excellence, improves the body as far as this may be possible.",soul,body,
80,The Republic,"then, i said, a finer sort of training will be required for our warrior athletes, who are to be like wakeful dogs, and to see and hear with the utmost keenness; amid the many changes of water and also of food, of summer heat and winter cold, which they will have to endure when on a campaign, they must not be liable to break down in health.",athletes,dogs,
80,The Republic,"why, i conceive that there is a gymnastic which, like our music, is simple and good; and especially the military gymnastic.",gymnastic,music,
80,The Republic,and are not the best judges in like manner those who are acquainted with all sorts of moral natures?,judges,acquainted,familiarity
80,The Republic,"the very exercises and tolls which he undergoes are intended to stimulate the spirited element of his nature, and not to increase his strength; he will not, like common athletes, use exercise and regimen to develope his muscles.",exercises,athletes,
80,The Republic,"and, when a man allows music to play upon him and to pour into his soul through the funnel of his ears those sweet and soft and melancholy airs of which we were just now speaking, and his whole life is passed in warbling and the delights of song; in the first stage of the process the passion or spirit which is in him is tempered like iron, and made useful, instead of brittle and useless.",man,iron,
80,The Republic,"and he ends by becoming a hater of philosophy, uncivilized, never using the weapon of persuasion,—he is like a wild beast, all violence and fierceness, and knows no other way of dealing; and he lives in all ignorance and evil conditions, and has no sense of propriety and grace.",he  ,beast,
80,The Republic,"and as there are two principles of human nature, one the spirited and the other the philosophical, some god, as i should say, has given mankind two arts answering to them (and only indirectly to the soul and body), in order that these two principles (like the strings of an instrument) may be relaxed or drawn tighter until they are duly harmonized.",principles,strings,
80,The Republic,"i fear that i must have been talking darkly, like the tragedians.",I,Tragedians,
80,The Republic,"and then, i said, we must try them with enchantments—that is the third sort of test—and see what will be their behaviour: like those who take colts amid noise and tumult to see if they are of a timid nature, so must we take our youth amid terrors of some kind, and again pass them into pleasures, and prove them more thoroughly than gold is proved in the furnace, that we may discover whether they are armed against all enchantments, and of a noble bearing always, good guardians of themselves and of the music which they have learned, and retaining under all circumstances a rhythmical and harmonious nature, such as will be most serviceable to the individual and to the state.",youth  ,colts,
80,The Republic,"let them look round and select a spot whence they can best suppress insurrection, if any prove refractory within, and also defend themselves against enemies, who like wolves may come down on the fold from without; there let them encamp, and when they have encamped, let them sacrifice to the proper gods and prepare their dwellings.",enemies,wolves,
80,The Republic,"to keep watch-dogs, who, from want of discipline or hunger, or some evil habit or other, would turn upon the sheep and worry them, and behave not like dogs but wolves, would be a foul and monstrous thing in a shepherd?",watch-dogs,wolves,
80,The Republic,"in the first place, none of them should have any property of his own beyond what is absolutely necessary; neither should they have a private house or store closed against any one who has a mind to enter; their provisions should be only such as are required by trained warriors, who are men of temperance and courage; they should agree to receive from the citizens a fixed rate of pay, enough to meet the expenses of the year and no more; and they will go to mess and live together like soldiers in a camp.",warriors,soldiers,
80,The Republic,"yes, i said; and you may add that they are only fed, and not paid in addition to their food, like other men; and therefore they cannot, if they would, take a journey of pleasure; they have no money to spend on a mistress or any other luxurious fancy, which, as the world goes, is thought to be happiness; and many other accusations of the same nature might be added.",Men,Animals,
80,The Republic,"that is very true, he replied; but still i should like to know, socrates, how our city will be able to go to war, especially against an enemy who is rich and powerful, if deprived of the sinews of war.",city,parts,
80,The Republic,"also, i said, the state, if once started well, moves with accumulating force like a wheel.",state,wheel,
80,The Republic,does not like always attract like?,like,attract,
80,The Republic,nor would you praise the behaviour of states which act like the men whom i was just now describing.,states,men,
80,The Republic,"the time then has arrived, glaucon, when, like huntsmen, we should surround the cover, and look sharp that justice does not steal away, and pass out of sight and escape us; for beyond a doubt she is somewhere in this country: watch therefore and strive to catch a sight of her, and if you see her first, let me know.",justice,huntsmen,
80,The Republic,"like people who go about looking for what they have in their hands—that was the way with us—we looked not at what we were seeking, but at what was far off in the distance; and therefore, i suppose, we missed her.",we,people,
80,The Republic,"but when the cobbler or any other man whom nature designed to be a trader, having his heart lifted up by wealth or strength or the number of his followers, or any like advantage, attempts to force his way into the class of warriors, or a warrior into that of legislators and guardians, for which he is unfitted, and either to take the implements or the duties of the other; or when one man is trader, legislator, and warrior all in one, then i think you will agree with me in saying that this interchange and this meddling of one with another is the ruin of the state.",man  ,trader/legislator/warrior  ,role
80,The Republic,"i proceeded to ask: when two things, a greater and less, are called by the same name, are they like or unlike in so far as they are called the same?",things,like/unlike,
80,The Republic,"like, he replied.",he,like,
80,The Republic,"the just man then, if we regard the idea of justice only, will be like the just state?",man,state,
80,The Republic,"and if you suppose something which pulls a thirsty soul away from drink, that must be different from the thirsty principle which draws him like a beast to drink; for, as we were saying, the same thing cannot at the same time with the same part of itself act in contrary ways about the same.",soul  ,beast,
80,The Republic,"and are there not many other cases in which we observe that when a man’s desires violently prevail over his reason, he reviles himself, and is angry at the violence within him, and that in this struggle, which is like the struggle of factions in a state, his spirit is on the side of his reason;—but for the passionate or spirited element to take part with the desires when reason decides that she should not be opposed, is a sort of thing which i believe that you never observed occurring in yourself, nor, as i should imagine, in any one else?",desires,struggle,
80,The Republic,"why, i said, they are like disease and health; being in the soul just what disease and health are in the body.",soul  ,"disease, health",
80,The Republic,"yes, he said; but what is right in this particular case, like everything else, requires to be explained; for community may be of many kinds.",community,everything,
80,The Republic,"for men born and educated like our citizens, the only way, in my opinion, of arriving at a right conclusion about the possession and use of women and children is to follow the path on which we originally started, when we said that the men were to be the guardians and watchdogs of the herd.",citizens,guardians,
80,The Republic,"then women must be taught music and gymnastic and also the art of war, which they must practise like the men?",women,men,
80,The Republic,"these are the objections, glaucon, and there are many others of a like kind, which i foresaw long ago; they made me afraid and reluctant to take in hand any law about the possession and nurture of women and children.",objections,obstacles,
80,The Republic,"and perhaps he, like yourself, will reply that to give a sufficient answer on the instant is not easy; but after a little reflection there is no difficulty.",he  ,yourself,
80,The Republic,"now i myself am beginning to lose heart, and i should like, with your permission, to pass over the question of possibility at present.",I,heart,
80,The Republic,"you, i said, who are their legislator, having selected the men, will now select the women and give them to them;—they must be as far as possible of like natures with them; and they must live in common houses and meet at common meals.",men,women,
80,The Republic,"true, i said; and this, glaucon, like all the rest, must proceed after an orderly fashion; in a city of the blessed, licentiousness is an unholy thing which the rulers will forbid.",licentiousness,thing,
80,The Republic,our state like every other has rulers and subjects?,state,other,
80,The Republic,"i hardly like even to mention the little meannesses of which they will be rid, for they are beneath notice: such, for example, as the flattery of the rich by the poor, and all the pains and pangs which men experience in bringing up a family, and in finding money to buy necessaries for their household, borrowing and then repudiating, getting how they can, and giving the money into the hands of women and slaves to keep—the many evils of so many kinds which people suffer in this way are mean enough and obvious enough, and not worth speaking of.",people,meannesses,
80,The Republic,"you agree then, i said, that men and women are to have a common way of life such as we have described—common education, common children; and they are to watch over the citizens in common whether abiding in the city or going out to war; they are to keep watch together, and to hunt together like dogs; and always and in all things, as far as they are able, women are to share with the men?",women,dogs,
80,The Republic,"and he who allows himself to be taken prisoner may as well be made a present of to his enemies; he is their lawful prey, and let them do what they like with him.",prisoner,present,
80,The Republic,"then in this, i said, homer shall be our teacher; and we too, at sacrifices and on the like occasions, will honour the brave according to the measure of their valour, whether men or women, with hymns and those other distinctions which we were mentioning; also with ‘seats of precedence, and meats and full cups;’ and in honouring them, we shall be at the same time training them.",brave,homer,
80,The Republic,"and is there not illiberality and avarice in robbing a corpse, and also a degree of meanness and womanishness in making an enemy of the dead body when the real enemy has flown away and left only his fighting gear behind him,—is not this rather like a dog who cannot get at his assailant, quarrelling with the stones which strike him instead?",Dog,Quarreling,
80,The Republic,"very like a dog, he said.",he  ,dog,
80,The Republic,"agreed; and we may agree also in thinking that these, like all our previous enactments, are very good.",enactments,enactments,
80,The Republic,"another person, i said, might fairly reply as you do; but a man of pleasure like yourself ought to know that all who are in the flower of youth do somehow or other raise a pang or emotion in a lover’s breast, and are thought by him to be worthy of his affectionate regards.",person,flower,
80,The Republic,"musical amateurs, too, are a folk strangely out of place among philosophers, for they are the last persons in the world who would come to anything like a philosophical discussion, if they could help, while they run about at the dionysiac festivals as if they had let out their ears to hear every chorus; whether the performance is in town or country—that makes no difference—they are there.",amateurs,folk,
80,The Republic,but we should like to ask him a question: does he who has knowledge know something or nothing?,him,question,
80,The Republic,"i do not see them, and therefore the distinctions of figure, colour, and the like, which enable me to discern the differences of some things, do not apply to them.",distinctions,like,
80,The Republic,"he replied: they are like the punning riddles which are asked at feasts or the children’s puzzle about the eunuch aiming at the bat, with what he hit him, as they say in the puzzle, and upon what the bat was sitting.",riddles,riddles,
80,The Republic,"but then again, as we know by experience, he whose desires are strong in one direction will have them weaker in others; they will be like a stream which has been drawn off into another channel.",desires,stream,
80,The Republic,"and to men like him, i said, when perfected by years and education, and to these only you will entrust the state.",men,perfected,
80,The Republic,"i perceive, i said, that you are vastly amused at having plunged me into such a hopeless discussion; but now hear the parable, and then you will be still more amused at the meagreness of my imagination: for the manner in which the best men are treated in their own states is so grievous that no single thing on earth is comparable to it; and therefore, if i am to plead their cause, i must have recourse to fiction, and put together a figure made up of many things, like the fabulous unions of goats and stags which are found in pictures.",men,unions,things
80,The Republic,"for these reasons, and among men like these, philosophy, the noblest pursuit of all, is not likely to be much esteemed by those of the opposite faction; not that the greatest and most lasting injury is done to her by her opponents, but by her own professing followers, the same of whom you suppose the accuser to say, that the greater number of them are arrant rogues, and the best are useless; in which opinion i agreed.",philosophy,pursuit,
80,The Republic,"and our philosopher follows the same analogy—he is like a plant which, having proper nurture, must necessarily grow and mature into all virtue, but, if sown and planted in an alien soil, becomes the most noxious of all weeds, unless he be preserved by some divine power.",philosopher,plant,
80,The Republic,"will not such an one from his early childhood be in all things first among all, especially if his bodily endowments are like his mental ones?",one,first,
80,The Republic,"are they not exactly like a bald little tinker who has just got out of durance and come into a fortune; he takes a bath and puts on a new coat, and is decked out as a bridegroom going to marry his master’s daughter, who is left poor and desolate?",they,tinker,
80,The Republic,"he is like one who, in the storm of dust and sleet which the driving wind hurries along, retires under the shelter of a wall; and seeing the rest of mankind full of wickedness, he is content, if only he can live his own life and be pure from evil or unrighteousness, and depart in peace and good-will, with bright hopes.",he,one,similarity
80,The Republic,"nothing more on that subject, he replied; but i should like to know which of the governments now existing is in your opinion the one adapted to her.",governments,one,
80,The Republic,"nevertheless, i do not wonder that the many refuse to believe; for they have never seen that of which we are now speaking realized; they have seen only a conventional imitation of philosophy, consisting of words artificially brought together, not like these of ours having a natural unity.",philosophy,imitation,
80,The Republic,"and the philosopher holding converse with the divine order, becomes orderly and divine, as far as the nature of man allows; but like every one else, he will suffer from detraction.",philosopher,order,
80,The Republic,"we were saying, as you will remember, that they were to be lovers of their country, tried by the test of pleasures and pains, and neither in hardships, nor in dangers, nor at any other critical moment were to lose their patriotism—he was to be rejected who failed, but he who always came forth pure, like gold tried in the refiner’s fire, was to be made a ruler, and to receive honours and rewards in life and after death.",rulers,gold,purity
80,The Republic,"aye, i said, i knew all along that a fastidious gentleman like you would not be contented with the thoughts of other people about these matters.",gentleman,fastidious,
80,The Republic,"true, socrates; but i must say that one who like you has passed a lifetime in the study of philosophy should not be always repeating the opinions of others, and never telling his own.",Socrates,who,
80,The Republic,you would not deny that those who have any true notion without intelligence are only like blind men who feel their way along the road?,notion,men,blindness
80,The Republic,yet of all the organs of sense the eye is the most like the sun?,eye,sun,
80,The Republic,"and the soul is like the eye: when resting upon that on which truth and being shine, the soul perceives and understands, and is radiant with intelligence; but when turned towards the twilight of becoming and perishing, then she has opinion only, and goes blinking about, and is first of one opinion and then of another, and seems to have no intelligence?",soul,eye,
80,The Republic,"now, that which imparts truth to the known and the power of knowing to the knower is what i would have you term the idea of good, and this you will deem to be the cause of science, and of truth in so far as the latter becomes the subject of knowledge; beautiful too, as are both truth and knowledge, you will be right in esteeming this other nature as more beautiful than either; and, as in the previous instance, light and sight may be truly said to be like the sun, and yet not to be the sun, so in this other sphere, science and truth may be deemed to be like the good, but not the good; the good has a place of honour yet higher.",idea,sun,
80,The Republic,"in like manner the good may be said to be not only the author of knowledge to all things known, but of their being and essence, and yet the good is not essence, but far exceeds essence in dignity and power.",good,author,
80,The Republic,"and by images i mean, in the first place, shadows, and in the second place, reflections in water and in solid, smooth and polished bodies and the like: do you understand?",images,shadows,
80,The Republic,"above and behind them a fire is blazing at a distance, and between the fire and the prisoners there is a raised way; and you will see, if you look, a low wall built along the way, like the screen which marionette players have in front of them, over which they show the puppets.",prisoners,marionette,
80,The Republic,"like ourselves, i replied; and they see only their own shadows, or the shadows of one another, which the fire throws on the opposite wall of the cave?",ourselves,shadows,
80,The Republic,and of the objects which are being carried in like manner they would only see the shadows?,objects,shadows,
80,The Republic,"but then, if i am right, certain professors of education must be wrong when they say that they can put a knowledge into the soul which was not there before, like sight into blind eyes.",soul,sight,
80,The Republic,"but what if there had been a circumcision of such natures in the days of their youth; and they had been severed from those sensual pleasures, such as eating and drinking, which, like leaden weights, were attached to them at their birth, and which drag them down and turn the vision of their souls upon the things that are below—if, i say, they had been released from these impediments and turned in the opposite direction, the very same faculty in them would have seen the truth as keenly as they see what their eyes are turned to now.",faculty,eyes,
80,The Republic,"and in like manner does the touch adequately perceive the qualities of thickness or thinness, of softness or hardness?",touch  ,sight,
80,The Republic,"the spangled heavens should be used as a pattern and with a view to that higher knowledge; their beauty is like the beauty of figures or pictures excellently wrought by the hand of daedalus, or some other great artist, which we may chance to behold; any geometrician who saw them would appreciate the exquisiteness of their workmanship, but he would never dream of thinking that in them he could find the true equal or the true double, or the truth of any other proportion.",heavens,beauty,
80,The Republic,"the teachers of harmony compare the sounds and consonances which are heard only, and their labour, like that of the astronomers, is in vain.",teachers,astronomers,
80,The Republic,"he said; and ’tis as good as a play to hear them talking about their condensed notes, as they call them; they put their ears close alongside of the strings like persons catching a sound from their neighbour’s wall—one set of them declaring that they distinguish an intermediate note and have found the least interval which should be the unit of measurement; the others insisting that the two sounds have passed into the same—either party setting their ears before their understanding.",notes,persons,
80,The Republic,"for they too are in error, like the astronomers; they investigate the numbers of the harmonies which are heard, but they never attain to problems—that is to say, they never reach the natural harmonies of number, or reflect why some numbers are harmonious and others not.",astronomers,they,error
80,The Republic,"and so, whether our conclusion be true or false, let us assume all this, and proceed at once from the prelude or preamble to the chief strain (a play upon the greek word, which means both ‘law’ and ‘strain.’), and describe that in like manner.",Conclusion,strain,
80,The Republic,whether what i told you would or would not have been a reality i cannot venture to say; but you would have seen something like reality; of that i am confident.,reality,something,
80,The Republic,"and surely you would not have the children of your ideal state, whom you are nurturing and educating—if the ideal ever becomes a reality—you would not allow the future rulers to be like posts (literally ‘lines,’ probably the starting-point of a race-course.",rulers,posts,
80,The Republic,"and as to truth, i said, is not a soul equally to be deemed halt and lame which hates voluntary falsehood and is extremely indignant at herself and others when they tell lies, but is patient of involuntary falsehood, and does not mind wallowing like a swinish beast in the mire of ignorance, and has no shame at being detected?",soul,beast,
80,The Republic,"do you remember that the children, too, were to be taken to see the battle on horseback; and that if there were no danger they were to be brought close up and, like young hounds, have a taste of blood given them?",children,hounds,
80,The Republic,"there is a danger lest they should taste the dear delight too early; for youngsters, as you may have observed, when they first get the taste in their mouths, argue for amusement, and are always contradicting and refuting others in imitation of those who refute them; like puppy-dogs, they rejoice in pulling and tearing at all who come near them.",youngsters,puppy-dogs,
80,The Republic,"yes, he said, there is nothing which they like better.",they,like,
80,The Republic,"there you are right, he said, since we have made them to share in all things like the men.",men,gods,
80,The Republic,"then, like a wrestler, he replied, you must put yourself again in the same position; and let me ask the same questions, and do you give me the same answer which you were about to give me then.",he,wrestler,
80,The Republic,"we will compare with this the like character in the individual; and, after that, consider oligarchy and the oligarchical man; and then again we will turn our attention to democracy and the democratical man; and lastly, we will go and view the city of tyranny, and once more take a look into the tyrant’s soul, and try to arrive at a satisfactory decision.",character,systems,
80,The Republic,"in the succeeding generation rulers will be appointed who have lost the guardian power of testing the metal of your different races, which, like hesiod’s, are of gold and silver and brass and iron.",rulers,metal,
80,The Republic,"yes, i said; and men of this stamp will be covetous of money, like those who live in oligarchies; they will have, a fierce secret longing after gold and silver, which they will hoard in dark places, having magazines and treasuries of their own for the deposit and concealment of them; also castles which are just nests for their eggs, and in which they will spend large sums on their wives, or on any others whom they please.",Men,live,
80,The Republic,"and they are miserly because they have no means of openly acquiring the money which they prize; they will spend that which is another man’s on the gratification of their desires, stealing their pleasures and running away like children from the law, their father: they have been schooled not by gentle influences but by force, for they have neglected her who is the true muse, the companion of reason and philosophy, and have honoured gymnastic more than music.",they,children,
80,The Republic,"perhaps, i said, he may be like him in that one point; but there are other respects in which he is very different.",he,him,
80,The Republic,"such, i said, is the timocratical youth, and he is like the timocratical state.",youth,state,
80,The Republic,"yes, said adeimantus, they give us plenty of them, and their complaints are so like themselves.",complaints,themselves,
80,The Republic,"another discreditable feature is, that, for a like reason, they are incapable of carrying on any war.",feature,discreditable,
80,The Republic,"may we not say that this is the drone in the house who is like the drone in the honeycomb, and that the one is the plague of the city as the other is of the hive?",drone,plague,
80,The Republic,"yes, he said; at any rate the individual out of whom he came is like the state out of which oligarchy came.",individual  ,state,
80,The Republic,"the evil blazes up like a fire; and they will not extinguish it, either by restricting a man’s use of his own property, or by another remedy: what other?",evil,fire,
80,The Republic,"in the first place, are they not free; and is not the city full of freedom and frankness—a man may say and do what he likes?",city,freedom,
80,The Republic,"this, then, seems likely to be the fairest of states, being like an embroidered robe which is spangled with every sort of flower.",states,robe,
80,The Republic,"and there being no necessity, i said, for you to govern in this state, even if you have the capacity, or to be governed, unless you like, or go to war when the rest go to war, or to be at peace when others are at peace, unless you are so disposed—there being no necessity also, because some law forbids you to hold office or be a dicast, that you should not hold office or be a dicast, if you have a fancy—is not this a way of life which for the moment is supremely delightful?",life,delightful,
80,The Republic,"have you not observed how, in a democracy, many persons, although they have been sentenced to death or exile, just stay where they are and walk about the world—the gentleman parades like a hero, and nobody sees or cares?",persons,hero,
80,The Republic,"and, like his father, he keeps under by force the pleasures which are of the spending and not of the getting sort, being those which are called unnecessary?",he,father,
80,The Republic,"and as in the city like was helping like, and the change was effected by an alliance from without assisting one division of the citizens, so too the young man is changed by a class of desires coming from without to assist the desires within him, that which is akin and alike again helping that which is akin and alike?",man,city,
80,The Republic,"yes, i said; and loyal citizens are insultingly termed by her slaves who hug their chains and men of naught; she would have subjects who are like rulers, and rulers who are like subjects: these are men after her own heart, whom she praises and honours both in private and public.",citizens,slaves,
80,The Republic,"and the good physician and lawgiver of the state ought, like the wise bee-master, to keep them at a distance and prevent, if possible, their ever coming in; and if they have anyhow found a way in, then he should have them and their cells cut out as speedily as possible.",physician,bee-master,
80,The Republic,"and the protector of the people is like him; having a mob entirely at his disposal, he is not restrained from shedding the blood of kinsmen; by the favourite method of false accusation he brings them into court and murders them, making the life of man to disappear, and with unholy tongue and lips tasting the blood of his fellow citizens; some he kills and others he banishes, at the same time hinting at the abolition of debts and partition of lands: and after this, what will be his destiny?",protector,tyrant,
80,The Republic,"and now let us consider the happiness of the man, and also of the state in which a creature like him is generated.",happiness,state,
80,The Republic,"when he has nothing left, must not his desires, crowding in the nest like young ravens, be crying aloud for food; and he, goaded on by them, and especially by love himself, who is in a manner the captain of them, is in a frenzy, and would fain discover whom he can defraud or despoil of his property, in order that he may gratify them?",desires,ravens,
80,The Republic,"adeimantus, on account of some new-fangled love of a harlot, who is anything but a necessary connection, can you believe that he would strike the mother who is his ancient friend and necessary to his very existence, and would place her under the authority of the other, when she is brought under the same roof with her; or that, under like circumstances, he would do the same to his withered old father, first and most indispensable of friends, for the sake of some newly-found blooming youth who is the reverse of indispensable?",adeimantus,harlot,
80,The Republic,"and must not the tyrannical man be like the tyrannical state, and the democratical man like the democratical state; and the same of the others?",man,state,
80,The Republic,"and in estimating the men too, may i not fairly make a like request, that i should have a judge whose mind can enter into and see through human nature?",men,judge,
80,The Republic,"he must not be like a child who looks at the outside and is dazzled at the pompous aspect which the tyrannical nature assumes to the beholder, but let him be one who has a clear insight.",he,child,
80,The Republic,"then if the man is like the state, i said, must not the same rule prevail?",man,state,
80,The Republic,"his soul is dainty and greedy, and yet alone, of all men in the city, he is never allowed to go on a journey, or to see the things which other freemen desire to see, but he lives in his hole like a woman hidden in the house, and is jealous of any other citizen who goes into foreign parts and sees anything of interest.",soul,woman,
80,The Republic,"he has to be master of others when he is not master of himself: he is like a diseased or paralytic man who is compelled to pass his life, not in retirement, but fighting and combating with other men.",he  ,man,
80,The Republic,"the second proof is derived from the nature of the soul: seeing that the individual soul, like the state, has been divided by us into three principles, the division may, i think, furnish a new demonstration.",soul,state,
80,The Republic,and the anticipations of future pleasures and pains are of a like nature?,anticipations,nature,
80,The Republic,"then can you wonder that persons who are inexperienced in the truth, as they have wrong ideas about many other things, should also have wrong ideas about pleasure and pain and the intermediate state; so that when they are only being drawn towards the painful they feel pain and think the pain which they experience to be real, and in like manner, when drawn away from pain to the neutral or intermediate state, they firmly believe that they have reached the goal of satiety and pleasure; they, not knowing pleasure, err in contrasting pain with the absence of pain, which is like contrasting black with grey instead of white—can you wonder, i say, at this?",Persons,Contrasting,
80,The Republic,"look at the matter thus:—hunger, thirst, and the like, are inanitions of the bodily state?",inanitions,thirst,emptiness
80,The Republic,"like cattle, with their eyes always looking down and their heads stooping to the earth, that is, to the dining-table, they fatten and feed and breed, and, in their excessive love of these delights, they kick and butt at one another with horns and hoofs which are made of iron; and they kill one another by reason of their insatiable lust.",Humans,Cattle,
80,The Republic,"verily, socrates, said glaucon, you describe the life of the many like an oracle.",life,oracle,
80,The Republic,and must not the like happen with the spirited or passionate element of the soul?,element,fire,
80,The Republic,"will not the passionate man who carries his passion into action, be in the like case, whether he is envious and ambitious, or violent and contentious, or angry and discontented, if he be seeking to attain honour and victory and the satisfaction of his anger without reason or sense?",man,fire,
80,The Republic,"an ideal image of the soul, like the composite creations of ancient mythology, such as the chimera or scylla or cerberus, and there are many others in which two or more different natures are said to grow into one.",Soul,creations,
80,The Republic,"he should watch over the many-headed monster like a good husbandman, fostering and cultivating the gentle qualities, and preventing the wild ones from growing; he should be making the lion-heart his ally, and in common care of them all should be uniting the several parts with one another and with himself.",husbandman,good,care
80,The Republic,"speaking in confidence, for i should not like to have my words repeated to the tragedians and the rest of the imitative tribe—but i do not mind saying to you, that all poetical imitations are ruinous to the understanding of the hearers, and that the knowledge of their true nature is the only antidote to them.",imitations,ruinous,
80,The Republic,"and the tragic poet is an imitator, and therefore, like all other imitators, he is thrice removed from the king and from the truth?",poet,imitator,
80,The Republic,"the poet is like a painter who, as we have already observed, will make a likeness of a cobbler though he understands nothing of cobbling; and his picture is good enough for those who know no more than he does, and judge only by colours and figures.",poet,painter,
80,The Republic,"in like manner the poet with his words and phrases may be said to lay on the colours of the several arts, himself understanding their nature only enough to imitate them; and other people, who are as ignorant as he is, and judge only from his words, imagine that if he speaks of cobbling, or of military tactics, or of anything else, in metre and harmony and rhythm, he speaks very well—such is the sweet influence which melody and rhythm by nature have.",poet,painter,
80,The Republic,"they are like faces which were never really beautiful, but only blooming; and now the bloom of youth has passed away from them?",faces,blooming,
80,The Republic,"thus every sort of confusion is revealed within us; and this is that weakness of the human mind on which the art of conjuring and of deceiving by light and shadow and other ingenious devices imposes, having an effect upon us like magic.",confusion,art,
80,The Republic,"that we should take counsel about what has happened, and when the dice have been thrown order our affairs in the way which reason deems best; not, like children who have had a fall, keeping hold of the part struck and wasting time in setting up a howl, but always accustoming the soul forthwith to apply a remedy, raising up that which is sickly and fallen, banishing the cry of sorrow by the healing art.",soul,children,
80,The Republic,"and now we may fairly take him and place him by the side of the painter, for he is like him in two ways: first, inasmuch as his creations have an inferior degree of truth—in this, i say, he is like him; and he is also like him in being concerned with an inferior part of the soul; and therefore we shall be right in refusing to admit him into a well-ordered state, because he awakens and nourishes and strengthens the feelings and impairs the reason.",'him','painter',
80,The Republic,"if her defence fails, then, my dear friend, like other persons who are enamoured of something, but put a restraint upon themselves when they think their desires are opposed to their interests, so too must we after the manner of lovers give her up, though not without a struggle.",friend,lovers,
80,The Republic,i see a great difficulty; but i should like to hear you state this argument of which you make so light.,difficulty,weight,
80,The Republic,consider the soul in like manner.,soul,manner,
80,The Republic,"but if some one who would rather not admit the immortality of the soul boldly denies this, and says that the dying do really become more evil and unrighteous, then, if the speaker is right, i suppose that injustice, like disease, must be assumed to be fatal to the unjust, and that those who take this disorder die by the natural inherent power of destruction which evil has, and which kills them sooner or later, but in quite another way from that in which, at present, the wicked receive death at the hands of others as the penalty of their deeds?",Injustice  ,Disease,
80,The Republic,"thus far, we have spoken the truth concerning her as she appears at present, but we must remember also that we have seen her only in a condition which may be compared to that of the sea-god glaucus, whose original image can hardly be discerned because his natural members are broken off and crushed and damaged by the waves in all sorts of ways, and incrustations have grown over them of seaweed and shells and stones, so that he is more like some monster than he is to his own natural form.",she,glaucus,
80,The Republic,"then this must be our notion of the just man, that even when he is in poverty or sickness, or any other seeming misfortune, all things will in the end work together for good to him in life and death: for the gods have a care of any one whose desire is to become just and to be like god, as far as man can attain the divine likeness, by the pursuit of virtue?",man,god,
80,The Republic,"yes, he said; if he is like god he will surely not be neglected by him.",he,god,
80,The Republic,"i shall say of them, what you were saying of the others, that as they grow older, they become rulers in their own city if they care to be; they marry whom they like and give in marriage to whom they will; all that you said of the others i now say of these.",rulers,others,
80,The Republic,"in the intermediate space there were judges seated, who commanded the just, after they had given judgment on them and had bound their sentences in front of them, to ascend by the heavenly way on the right hand; and in like manner the unjust were bidden by them to descend by the lower way on the left hand; these also bore the symbols of their deeds, but fastened on their backs.",Judges,Guides,
